id	CUSTOMER_RATING
1	1
2	4
3	2
4	7
5	1
6	4
7	6
8	7
9	2
10	6
11	3
12	4
13	6
14	4
15	1
16	5
17	6
18	6
19	2
20	5
21	7
22	6
23	6
24	3
25	3
26	2
27	3
28	6
29	5
30	5
31	2
32	3
33	1
34	5
35	2
36	6
37	6
38	7
39	3
40	5
41	4
42	5
43	6
44	4
45	1
46	6
47	5
48	6
49	1
50	4
51	7
52	4
53	3
54	6
55	3
56	3
57	6
58	7
59	4
60	2
61	3
62	3
63	2
64	1
65	3
66	7
67	5
68	2
69	7
70	3
71	1
72	2
73	6
74	2
75	5
76	1
77	7
78	5
79	6
80	6
81	4
82	1
83	5
84	6
85	6
86	2
87	3
88	7
89	1
90	1
91	4
92	2
93	1
94	5
95	4
96	2
97	7
98	2
99	2
100	5
101	4
102	1
103	3
104	3
105	4
106	6
107	4
108	1
109	1
110	4
111	6
112	4
113	4
114	5
115	7
116	3
117	6
118	3
119	1
120	1
121	6
122	4
123	3
124	2
125	2
126	5
127	1
128	3
129	4
130	6
131	1
132	3
133	3
134	4
135	3
136	6
137	5
138	4
139	4
140	4
141	3
142	1
143	2
144	6
145	7
146	1
147	2
148	2
149	7
150	7
151	1
152	3
153	5
154	5
155	5
156	1
157	2
158	4
159	4
160	3
161	5
162	3
163	6
164	6
165	1
166	7
167	3
168	6
169	7
170	4
171	2
172	4
173	3
174	4
175	6
176	7
177	1
178	6
179	3
180	1
181	6
182	4
183	1
184	3
185	4
186	3
187	3
188	6
189	5
190	3
191	4
192	1
193	2
194	6
195	4
196	7
197	3
198	1
199	1
200	4
201	2
202	4
203	6
204	1
205	3
206	3
207	1
208	6
209	4
210	4
211	2
212	6
213	5
214	3
215	2
216	5
217	6
218	1
219	7
220	6
221	4
222	4
223	4
224	1
225	6
226	6
227	2
228	3
229	2
230	7
231	4
232	2
233	5
234	2
235	6
236	4
237	6
238	3
239	6
240	7
241	3
242	2
243	4
244	5
245	7
246	6
247	5
248	3
249	1
250	5
251	7
252	2
253	2
254	2
255	4
256	6
257	1
258	4
259	5
260	3
261	4
262	6
263	6
264	1
265	7
266	3
267	1
268	6
269	7
270	6
271	2
272	4
273	7
274	2
275	4
276	3
277	7
278	1
279	4
280	3
281	3
282	1
283	3
284	3
285	7
286	7
287	2
288	2
289	4
290	6
291	2
292	6
293	5
294	7
295	1
296	3
297	2
298	3
299	1
300	4
301	4
302	5
303	1
304	6
305	5
306	1
307	7
308	6
309	5
310	7
311	5
312	5
313	1
314	1
315	1
316	4
317	6
318	5
319	4
320	7
321	7
322	5
323	6
324	2
325	2
326	3
327	1
328	4
329	6
330	7
331	3
332	3
333	2
334	5
335	6
336	1
337	2
338	4
339	1
340	6
341	1
342	4
343	4
344	3
345	2
346	4
347	5
348	6
349	6
350	4
351	5
352	7
353	4
354	3
355	2
356	6
357	1
358	5
359	6
360	7
361	3
362	5
363	1
364	2
365	3
366	1
367	4
368	1
369	1
370	1
371	1
372	6
373	2
374	1
375	6
376	7
377	3
378	5
379	6
380	1
381	1
382	6
383	7
384	4
385	7
386	3
387	7
388	3
389	6
390	3
391	7
392	2
393	1
394	4
395	5
396	4
397	7
398	1
399	3
400	7
401	6
402	1
403	2
404	1
405	4
406	5
407	2
408	6
409	4
410	1
411	7
412	7
413	3
414	2
415	1
416	5
417	3
418	7
419	3
420	6
421	4
422	5
423	5
424	2
425	6
426	2
427	4
428	6
429	4
430	3
431	3
432	1
433	4
434	6
435	5
436	3
437	2
438	1
439	4
440	4
441	4
442	7
443	3
444	7
445	1
446	6
447	4
448	4
449	6
450	3
451	4
452	7
453	3
454	7
455	2
456	1
457	6
458	4
459	5
460	5
461	7
462	7
463	1
464	3
465	6
466	7
467	2
468	2
469	7
470	4
471	5
472	4
473	3
474	4
475	7
476	7
477	2
478	7
479	6
480	6
481	1
482	5
483	2
484	3
485	1
486	6
487	1
488	2
489	3
490	6
491	2
492	3
493	1
494	7
495	4
496	5
497	5
498	3
499	2
500	2
501	6
502	6
503	6
504	4
505	1
506	6
507	1
508	4
509	1
510	3
511	6
512	1
513	4
514	1
515	6
516	5
517	1
518	7
519	2
520	2
521	4
522	3
523	7
524	7
525	5
526	6
527	3
528	2
529	4
530	5
531	4
532	7
533	6
534	7
535	5
536	6
537	4
538	5
539	2
540	1
541	3
542	5
543	2
544	6
545	2
546	6
547	6
548	1
549	6
550	5
551	2
552	4
553	2
554	6
555	3
556	6
557	7
558	6
559	7
560	1
561	3
562	6
563	3
564	4
565	2
566	7
567	2
568	2
569	3
570	1
571	3
572	1
573	3
574	5
575	6
576	2
577	4
578	5
579	3
580	3
581	4
582	2
583	1
584	3
585	1
586	4
587	6
588	2
589	7
590	2
591	3
592	2
593	1
594	7
595	4
596	3
597	7
598	4
599	4
600	4
601	1
602	5
603	4
604	1
605	4
606	1
607	5
608	5
609	6
610	7
611	4
612	5
613	3
614	2
615	2
616	1
617	1
618	6
619	5
620	4
621	2
622	7
623	5
624	1
625	5
626	4
627	2
628	4
629	5
630	1
631	3
632	5
633	4
634	6
635	4
636	3
637	2
638	3
639	1
640	3
641	3
642	3
643	1
644	3
645	2
646	2
647	4
648	3
649	7
650	5
651	5
652	7
653	3
654	4
655	2
656	6
657	3
658	5
659	7
660	6
661	7
662	2
663	1
664	3
665	7
666	6
667	4
668	5
669	2
670	3
671	7
672	4
673	7
674	2
675	6
676	5
677	5
678	4
679	3
680	5
681	2
682	3
683	5
684	6
685	1
686	7
687	1
688	6
689	7
690	4
691	4
692	1
693	1
694	6
695	3
696	6
697	7
698	3
699	6
700	4
701	7
702	1
703	1
704	5
705	7
706	2
707	2
708	1
709	3
710	7
711	7
712	2
713	4
714	7
715	2
716	1
717	1
718	2
719	4
720	1
721	2
722	3
723	4
724	4
725	6
726	4
727	6
728	1
729	2
730	7
731	3
732	1
733	2
734	2
735	4
736	7
737	1
738	1
739	4
740	2
741	2
742	4
743	4
744	5
745	7
746	4
747	5
748	2
749	6
750	4
751	5
752	2
753	2
754	3
755	3
756	3
757	2
758	7
759	2
760	4
761	5
762	2
763	6
764	3
765	3
766	1
767	3
768	7
769	5
770	7
771	6
772	7
773	2
774	1
775	7
776	1
777	1
778	6
779	3
780	1
781	3
782	5
783	2
784	4
785	1
786	7
787	3
788	4
789	4
790	5
791	4
792	6
793	5
794	5
795	5
796	7
797	1
798	1
799	7
800	4
801	2
802	7
803	3
804	3
805	5
806	2
807	7
808	3
809	3
810	5
811	7
812	6
813	7
814	2
815	6
816	4
817	7
818	1
819	7
820	3
821	4
822	1
823	1
824	5
825	6
826	3
827	6
828	5
829	4
830	7
831	5
832	1
833	5
834	6
835	6
836	1
837	2
838	4
839	5
840	6
841	1
842	7
843	7
844	3
845	7
846	6
847	3
848	6
849	5
850	3
851	3
852	4
853	3
854	1
855	7
856	4
857	4
858	1
859	4
860	6
861	4
862	2
863	1
864	7
865	3
866	3
867	5
868	2
869	6
870	2
871	2
872	6
873	6
874	2
875	3
876	6
877	6
878	3
879	5
880	1
881	2
882	3
883	1
884	5
885	5
886	2
887	7
888	7
889	5
890	6
891	7
892	6
893	2
894	5
895	3
896	7
897	7
898	3
899	4
900	6
901	7
902	5
903	6
904	7
905	5
906	6
907	4
908	5
909	2
910	3
911	4
912	4
913	6
914	2
915	3
916	7
917	4
918	2
919	2
920	6
921	6
922	7
923	1
924	2
925	1
926	2
927	5
928	6
929	6
930	4
931	5
932	6
933	6
934	1
935	3
936	4
937	6
938	1
939	2
940	3
941	4
942	5
943	3
944	5
945	3
946	1
947	6
948	7
949	3
950	6
951	2
952	5
953	2
954	7
955	5
956	1
957	1
958	1
959	4
960	4
961	4
962	3
963	3
964	3
965	5
966	1
967	5
968	2
969	6
970	1
971	3
972	5
973	4
974	1
975	7
976	3
977	3
978	3
979	4
980	6
981	3
982	7
983	5
984	1
985	4
986	6
987	5
988	5
989	7
990	3
991	7
992	6
993	6
994	5
995	6
996	4
997	4
998	2
999	3
1000	4
1001	7
1002	3
1003	4
1004	4
1005	2
1006	5
1007	1
1008	2
1009	2
1010	3
1011	7
1012	1
1013	4
1014	3
1015	3
1016	5
1017	2
1018	2
1019	3
1020	4
1021	6
1022	7
1023	1
1024	6
1025	4
1026	5
1027	5
1028	5
1029	6
1030	7
1031	3
1032	2
1033	2
1034	1
1035	2
1036	6
1037	2
1038	1
1039	4
1040	3
1041	5
1042	7
1043	4
1044	5
1045	5
1046	2
1047	5
1048	5
1049	6
1050	4
1051	3
1052	4
1053	7
1054	5
1055	3
1056	3
1057	5
1058	1
1059	3
1060	3
1061	4
1062	3
1063	3
1064	6
1065	3
1066	5
1067	3
1068	7
1069	4
1070	3
1071	1
1072	2
1073	6
1074	6
1075	2
1076	6
1077	6
1078	5
1079	3
1080	3
1081	4
1082	5
1083	6
1084	6
1085	4
1086	7
1087	2
1088	5
1089	6
1090	7
1091	4
1092	6
1093	1
1094	4
1095	5
1096	1
1097	4
1098	6
1099	7
1100	4
1101	2
1102	1
1103	7
1104	6
1105	5
1106	2
1107	6
1108	7
1109	7
1110	3
1111	6
1112	2
1113	5
1114	7
1115	1
1116	5
1117	2
1118	1
1119	2
1120	4
1121	2
1122	7
1123	1
1124	7
1125	3
1126	1
1127	1
1128	5
1129	6
1130	2
1131	7
1132	3
1133	7
1134	5
1135	7
1136	3
1137	5
1138	6
1139	7
1140	6
1141	4
1142	3
1143	3
1144	4
1145	6
1146	6
1147	4
1148	4
1149	6
1150	1
1151	7
1152	5
1153	2
1154	5
1155	4
1156	7
1157	7
1158	6
1159	1
1160	5
1161	7
1162	5
1163	6
1164	5
1165	4
1166	5
1167	4
1168	3
1169	7
1170	4
1171	6
1172	1
1173	5
1174	3
1175	5
1176	3
1177	5
1178	3
1179	6
1180	3
1181	1
1182	6
1183	4
1184	4
1185	7
1186	3
1187	7
1188	7
1189	4
1190	1
1191	6
1192	1
1193	5
1194	1
1195	3
1196	7
1197	6
1198	6
1199	6
1200	1
1201	6
1202	1
1203	4
1204	5
1205	5
1206	3
1207	6
1208	4
1209	2
1210	1
1211	5
1212	4
1213	7
1214	3
1215	3
1216	3
1217	4
1218	1
1219	4
1220	6
1221	2
1222	6
1223	3
1224	7
1225	5
1226	6
1227	3
1228	4
1229	7
1230	2
1231	7
1232	5
1233	6
1234	3
1235	6
1236	3
1237	4
1238	5
1239	3
1240	5
1241	7
1242	6
1243	2
1244	3
1245	1
1246	1
1247	6
1248	5
1249	4
1250	5
1251	1
1252	3
1253	4
1254	3
1255	2
1256	2
1257	3
1258	5
1259	5
1260	7
1261	2
1262	5
1263	1
1264	5
1265	5
1266	6
1267	3
1268	7
1269	1
1270	7
1271	4
1272	2
1273	4
1274	3
1275	4
1276	7
1277	3
1278	2
1279	1
1280	4
1281	3
1282	1
1283	3
1284	5
1285	4
1286	1
1287	5
1288	6
1289	4
1290	4
1291	6
1292	3
1293	5
1294	1
1295	5
1296	5
1297	2
1298	6
1299	7
1300	7
1301	7
1302	6
1303	7
1304	3
1305	7
1306	5
1307	5
1308	2
1309	6
1310	1
1311	3
1312	6
1313	6
1314	7
1315	1
1316	6
1317	7
1318	4
1319	2
1320	7
1321	7
1322	4
1323	7
1324	5
1325	2
1326	4
1327	6
1328	7
1329	5
1330	4
1331	3
1332	3
1333	5
1334	3
1335	4
1336	1
1337	1
1338	2
1339	7
1340	4
1341	5
1342	6
1343	2
1344	1
1345	5
1346	3
1347	7
1348	5
1349	3
1350	3
1351	4
1352	7
1353	7
1354	4
1355	6
1356	6
1357	7
1358	2
1359	5
1360	5
1361	1
1362	4
1363	7
1364	6
1365	3
1366	4
1367	7
1368	7
1369	1
1370	1
1371	6
1372	7
1373	4
1374	4
1375	5
1376	5
1377	6
1378	1
1379	2
1380	4
1381	4
1382	6
1383	2
1384	6
1385	6
1386	3
1387	3
1388	2
1389	3
1390	3
1391	6
1392	3
1393	6
1394	7
1395	2
1396	4
1397	5
1398	6
1399	2
1400	4
1401	1
1402	1
1403	7
1404	6
1405	1
1406	4
1407	2
1408	3
1409	3
1410	3
1411	4
1412	1
1413	3
1414	3
1415	5
1416	1
1417	1
1418	3
1419	4
1420	3
1421	2
1422	1
1423	3
1424	6
1425	2
1426	4
1427	4
1428	6
1429	4
1430	3
1431	3
1432	3
1433	3
1434	1
1435	6
1436	6
1437	3
1438	2
1439	5
1440	6
1441	4
1442	1
1443	1
1444	5
1445	1
1446	7
1447	5
1448	7
1449	3
1450	5
1451	4
1452	4
1453	5
1454	3
1455	4
1456	4
1457	1
1458	2
1459	6
1460	5
1461	1
1462	4
1463	6
1464	7
1465	6
1466	1
1467	4
1468	5
1469	3
1470	5
1471	6
1472	7
1473	1
1474	2
1475	5
1476	7
1477	2
1478	5
1479	7
1480	2
1481	5
1482	2
1483	3
1484	1
1485	7
1486	6
1487	4
1488	1
1489	7
1490	7
1491	1
1492	7
1493	7
1494	6
1495	7
1496	2
1497	5
1498	4
1499	1
1500	5
1501	7
1502	1
1503	7
1504	5
1505	4
1506	2
1507	6
1508	3
1509	1
1510	1
1511	1
1512	1
1513	7
1514	4
1515	6
1516	5
1517	7
1518	5
1519	4
1520	4
1521	6
1522	7
1523	3
1524	3
1525	4
1526	1
1527	3
1528	7
1529	1
1530	6
1531	1
1532	4
1533	3
1534	5
1535	7
1536	7
1537	4
1538	6
1539	3
1540	2
1541	3
1542	1
1543	5
1544	3
1545	3
1546	1
1547	3
1548	7
1549	5
1550	6
1551	7
1552	3
1553	4
1554	5
1555	3
1556	2
1557	3
1558	7
1559	7
1560	6
1561	7
1562	6
1563	5
1564	3
1565	2
1566	1
1567	5
1568	5
1569	6
1570	3
1571	2
1572	4
1573	6
1574	5
1575	2
1576	6
1577	1
1578	3
1579	5
1580	6
1581	4
1582	1
1583	5
1584	6
1585	5
1586	4
1587	1
1588	5
1589	7
1590	4
1591	5
1592	1
1593	6
1594	7
1595	4
1596	4
1597	6
1598	7
1599	7
1600	1
1601	5
1602	4
1603	3
1604	3
1605	2
1606	6
1607	7
1608	7
1609	7
1610	4
1611	6
1612	4
1613	4
1614	2
1615	3
1616	2
1617	7
1618	7
1619	5
1620	1
1621	3
1622	1
1623	6
1624	4
1625	1
1626	5
1627	5
1628	6
1629	7
1630	3
1631	3
1632	1
1633	1
1634	6
1635	3
1636	1
1637	3
1638	7
1639	4
1640	2
1641	1
1642	6
1643	2
1644	6
1645	7
1646	3
1647	1
1648	5
1649	5
1650	6
1651	6
1652	7
1653	6
1654	2
1655	2
1656	2
1657	2
1658	3
1659	1
1660	1
1661	2
1662	7
1663	3
1664	4
1665	3
1666	3
1667	6
1668	1
1669	5
1670	1
1671	1
1672	4
1673	5
1674	3
1675	6
1676	3
1677	3
1678	2
1679	1
1680	1
1681	1
1682	5
1683	3
1684	1
1685	6
1686	1
1687	1
1688	7
1689	3
1690	1
1691	7
1692	2
1693	5
1694	7
1695	4
1696	2
1697	3
1698	4
1699	1
1700	7
1701	2
1702	4
1703	7
1704	3
1705	4
1706	2
1707	5
1708	3
1709	3
1710	2
1711	7
1712	2
1713	3
1714	4
1715	6
1716	4
1717	3
1718	1
1719	5
1720	1
1721	3
1722	1
1723	3
1724	2
1725	4
1726	4
1727	2
1728	4
1729	4
1730	7
1731	7
1732	4
1733	2
1734	5
1735	2
1736	4
1737	5
1738	4
1739	7
1740	2
1741	4
1742	2
1743	7
1744	6
1745	3
1746	2
1747	7
1748	2
1749	7
1750	1
1751	3
1752	4
1753	1
1754	5
1755	5
1756	5
1757	5
1758	3
1759	3
1760	4
1761	3
1762	1
1763	2
1764	4
1765	5
1766	5
1767	7
1768	3
1769	7
1770	2
1771	2
1772	7
1773	7
1774	7
1775	5
1776	4
1777	5
1778	7
1779	5
1780	4
1781	2
1782	3
1783	2
1784	5
1785	4
1786	2
1787	3
1788	6
1789	3
1790	2
1791	7
1792	5
1793	3
1794	7
1795	2
1796	4
1797	7
1798	5
1799	1
1800	6
1801	1
1802	6
1803	6
1804	1
1805	6
1806	6
1807	4
1808	5
1809	3
1810	7
1811	1
1812	1
1813	7
1814	7
1815	5
1816	5
1817	3
1818	6
1819	6
1820	3
1821	3
1822	4
1823	1
1824	4
1825	3
1826	2
1827	5
1828	3
1829	3
1830	1
1831	5
1832	2
1833	6
1834	6
1835	7
1836	2
1837	5
1838	7
1839	2
1840	2
1841	5
1842	7
1843	7
1844	7
1845	1
1846	2
1847	3
1848	4
1849	7
1850	6
1851	2
1852	5
1853	5
1854	2
1855	5
1856	3
1857	7
1858	6
1859	3
1860	7
1861	1
1862	7
1863	7
1864	1
1865	2
1866	5
1867	2
1868	2
1869	6
1870	3
1871	7
1872	3
1873	3
1874	3
1875	4
1876	2
1877	4
1878	4
1879	5
1880	4
1881	4
1882	6
1883	2
1884	3
1885	2
1886	7
1887	2
1888	4
1889	3
1890	5
1891	3
1892	2
1893	5
1894	7
1895	1
1896	1
1897	4
1898	3
1899	5
1900	7
1901	6
1902	1
1903	6
1904	1
1905	2
1906	2
1907	1
1908	5
1909	6
1910	1
1911	4
1912	4
1913	7
1914	1
1915	5
1916	5
1917	3
1918	4
1919	2
1920	5
1921	7
1922	7
1923	2
1924	7
1925	7
1926	7
1927	3
1928	1
1929	5
1930	2
1931	5
1932	5
1933	5
1934	5
1935	2
1936	3
1937	5
1938	1
1939	5
1940	3
1941	7
1942	3
1943	6
1944	1
1945	5
1946	2
1947	5
1948	4
1949	1
1950	7
1951	7
1952	4
1953	5
1954	5
1955	3
1956	2
1957	6
1958	6
1959	5
1960	5
1961	4
1962	2
1963	1
1964	4
1965	4
1966	2
1967	1
1968	6
1969	1
1970	4
1971	2
1972	5
1973	6
1974	6
1975	5
1976	7
1977	3
1978	4
1979	3
1980	3
1981	5
1982	7
1983	2
1984	4
1985	3
1986	4
1987	5
1988	7
1989	2
1990	4
1991	6
1992	1
1993	6
1994	1
1995	2
1996	5
1997	1
1998	6
1999	7
2000	3
2001	2
2002	4
2003	6
2004	2
2005	6
2006	2
2007	6
2008	6
2009	6
2010	2
2011	6
2012	6
2013	1
2014	1
2015	1
2016	5
2017	6
2018	1
2019	6
2020	6
2021	6
2022	5
2023	7
2024	5
2025	4
2026	5
2027	5
2028	1
2029	3
2030	4
2031	5
2032	5
2033	4
2034	1
2035	4
2036	7
2037	2
2038	7
2039	1
2040	2
2041	2
2042	6
2043	5
2044	3
2045	6
2046	3
2047	5
2048	1
2049	2
2050	5
2051	6
2052	1
2053	5
2054	3
2055	3
2056	6
2057	4
2058	3
2059	7
2060	2
2061	6
2062	1
2063	4
2064	3
2065	4
2066	7
2067	7
2068	4
2069	6
2070	4
2071	2
2072	6
2073	4
2074	2
2075	6
2076	5
2077	5
2078	3
2079	7
2080	3
2081	5
2082	6
2083	3
2084	3
2085	4
2086	2
2087	4
2088	5
2089	6
2090	4
2091	2
2092	6
2093	2
2094	4
2095	4
2096	2
2097	6
2098	3
2099	2
2100	7
2101	7
2102	4
2103	6
2104	5
2105	3
2106	3
2107	7
2108	1
2109	6
2110	1
2111	4
2112	7
2113	5
2114	2
2115	4
2116	7
2117	4
2118	1
2119	2
2120	4
2121	4
2122	2
2123	7
2124	5
2125	4
2126	4
2127	7
2128	1
2129	3
2130	5
2131	1
2132	2
2133	7
2134	3
2135	4
2136	4
2137	6
2138	3
2139	1
2140	1
2141	1
2142	6
2143	2
2144	6
2145	4
2146	3
2147	5
2148	3
2149	6
2150	6
2151	7
2152	1
2153	4
2154	1
2155	7
2156	1
2157	2
2158	1
2159	3
2160	4
2161	3
2162	4
2163	6
2164	3
2165	7
2166	2
2167	4
2168	2
2169	5
2170	3
2171	4
2172	7
2173	3
2174	5
2175	1
2176	2
2177	1
2178	1
2179	4
2180	3
2181	2
2182	5
2183	2
2184	4
2185	1
2186	5
2187	3
2188	5
2189	7
2190	1
2191	4
2192	4
2193	4
2194	4
2195	4
2196	7
2197	7
2198	1
2199	4
2200	3
2201	7
2202	7
2203	2
2204	1
2205	7
2206	5
2207	3
2208	4
2209	2
2210	6
2211	7
2212	4
2213	1
2214	6
2215	7
2216	3
2217	3
2218	7
2219	1
2220	3
2221	7
2222	5
2223	3
2224	1
2225	7
2226	1
2227	7
2228	4
2229	3
2230	3
2231	2
2232	3
2233	2
2234	3
2235	7
2236	1
2237	5
2238	6
2239	3
2240	3
2241	6
2242	2
2243	2
2244	5
2245	4
2246	7
2247	7
2248	5
2249	7
2250	7
2251	4
2252	3
2253	3
2254	3
2255	2
2256	4
2257	4
2258	3
2259	3
2260	1
2261	4
2262	1
2263	6
2264	7
2265	6
2266	4
2267	6
2268	7
2269	1
2270	4
2271	6
2272	1
2273	4
2274	6
2275	5
2276	3
2277	3
2278	5
2279	5
2280	2
2281	2
2282	6
2283	3
2284	3
2285	5
2286	3
2287	4
2288	7
2289	4
2290	5
2291	7
2292	7
2293	3
2294	7
2295	1
2296	7
2297	4
2298	7
2299	5
2300	3
2301	6
2302	2
2303	6
2304	2
2305	4
2306	1
2307	6
2308	4
2309	4
2310	3
2311	1
2312	3
2313	6
2314	7
2315	7
2316	1
2317	4
2318	2
2319	3
2320	2
2321	7
2322	7
2323	2
2324	4
2325	7
2326	6
2327	7
2328	6
2329	4
2330	3
2331	5
2332	7
2333	3
2334	1
2335	7
2336	5
2337	7
2338	5
2339	3
2340	3
2341	1
2342	4
2343	7
2344	1
2345	2
2346	3
2347	1
2348	5
2349	7
2350	4
2351	7
2352	1
2353	1
2354	4
2355	2
2356	1
2357	1
2358	4
2359	6
2360	6
2361	4
2362	4
2363	7
2364	7
2365	4
2366	2
2367	3
2368	3
2369	2
2370	5
2371	6
2372	1
2373	6
2374	3
2375	4
2376	6
2377	7
2378	4
2379	6
2380	2
2381	4
2382	1
2383	5
2384	4
2385	6
2386	6
2387	2
2388	7
2389	5
2390	3
2391	1
2392	2
2393	3
2394	7
2395	5
2396	7
2397	2
2398	3
2399	1
2400	3
2401	3
2402	3
2403	3
2404	6
2405	5
2406	3
2407	7
2408	1
2409	3
2410	4
2411	2
2412	2
2413	7
2414	5
2415	4
2416	7
2417	3
2418	2
2419	4
2420	2
2421	1
2422	6
2423	6
2424	7
2425	6
2426	7
2427	6
2428	5
2429	1
2430	7
2431	4
2432	3
2433	3
2434	1
2435	5
2436	5
2437	3
2438	1
2439	5
2440	3
2441	5
2442	3
2443	1
2444	7
2445	4
2446	7
2447	4
2448	7
2449	3
2450	4
2451	6
2452	3
2453	2
2454	5
2455	1
2456	6
2457	2
2458	2
2459	7
2460	3
2461	5
2462	7
2463	4
2464	2
2465	6
2466	1
2467	6
2468	6
2469	4
2470	2
2471	7
2472	7
2473	3
2474	6
2475	7
2476	5
2477	2
2478	2
2479	3
2480	3
2481	4
2482	7
2483	3
2484	6
2485	6
2486	2
2487	1
2488	5
2489	4
2490	2
2491	6
2492	6
2493	7
2494	2
2495	7
2496	3
2497	4
2498	5
2499	1
2500	2
2501	5
2502	1
2503	7
2504	6
2505	5
2506	7
2507	5
2508	6
2509	1
2510	6
2511	3
2512	7
2513	2
2514	2
2515	5
2516	7
2517	6
2518	2
2519	6
2520	1
2521	5
2522	3
2523	3
2524	3
2525	6
2526	1
2527	5
2528	2
2529	3
2530	5
2531	7
2532	6
2533	6
2534	6
2535	2
2536	5
2537	4
2538	2
2539	2
2540	3
2541	2
2542	3
2543	7
2544	3
2545	7
2546	6
2547	3
2548	7
2549	7
2550	1
2551	7
2552	3
2553	1
2554	3
2555	7
2556	4
2557	7
2558	2
2559	4
2560	2
2561	1
2562	6
2563	3
2564	7
2565	4
2566	4
2567	6
2568	3
2569	7
2570	1
2571	5
2572	2
2573	7
2574	6
2575	6
2576	6
2577	5
2578	5
2579	7
2580	6
2581	2
2582	7
2583	1
2584	2
2585	5
2586	5
2587	4
2588	7
2589	1
2590	7
2591	5
2592	7
